,loglikelihood,perplexity
0,-0.4747817560364623,1.6076632963863149
1,-0.47494491706302044,1.6079256257804977
2,-0.4749661685058455,1.6079597968830923
3,-0.4749661685058455,1.6079597968830923
4,-0.47412929032428475,1.606614693334665
5,-0.47412929032428475,1.606614693334665
6,-0.47356022798583136,1.6057006895075254
7,-0.47515304809255066,1.6082603198252994
8,-0.47472461881435646,1.6075714415956666
9,-0.47681428337997495,1.6109342390094745
10,-0.47681428337997495,1.6109342390094745
11,-0.47681428337997495,1.6109342390094745
12,-0.4748239295879984,1.6077310986869195
13,-0.4740562932176869,1.6064974193910153
14,-0.4741939237678939,1.6067185377307227
15,-0.4741939237678939,1.6067185377307227
16,-0.47359069917562197,1.6057496178634312
17,-0.473237732305356,1.6051829414612644
18,-0.47328444865024616,1.605257931492786
19,-0.47248060841604855,1.6039680790682789
20,-0.47269894487747577,1.6043183220169166
21,-0.4735345927518333,1.6056595275222199
22,-0.4735761090429451,1.6057261899343693
23,-0.4759275332331993,1.6095063760090134
24,-0.4759275332331993,1.6095063760090134
25,-0.4763464278063135,1.6101807307272211
26,-0.4735149461195917,1.6056279820298598
27,-0.4753331135525039,1.6085499380338486
28,-0.47646516602046823,1.610371932062882
29,-0.47487536551641685,1.6078137959554148
30,-0.47511505114785146,1.6081992120078274
31,-0.4724768345856292,1.6039620259761722
32,-0.47123727876947075,1.6019750572517102
33,-0.47061092338209976,1.6009719657228525
34,-0.4720157742108973,1.6032226730996744
35,-0.4711112917027357,1.601773241826598
36,-0.4689675061987336,1.598343061669027
37,-0.47192132434513595,1.6030712560841855
38,-0.47134275270267945,1.6021440327730005
39,-0.47083321155008806,1.6013278824046817
40,-0.4656786584249348,1.593094989434721
41,-0.4646808149586353,1.5915061228602194
42,-0.46595045013123826,1.5935280382870805
43,-0.46520521900974526,1.5923409339884513
44,-0.4657612052542095,1.5932264998026398
45,-0.46588335515997753,1.5934211241558889
46,-0.470677263235201,1.6010781774908753
47,-0.47116144331015736,1.6018535753438112
48,-0.4702115654271371,1.6003327324826044
49,-0.4677611326994031,1.5964160255529494
50,-0.468657374111224,1.597847441056655
51,-0.46786984175271185,1.5965895798610654
52,-0.4636457069943124,1.589859594511496
53,-0.4626351419461401,1.5882537495158568
54,-0.46213673438113567,1.5874623490683193
55,-0.46088899349299267,1.5854828425993963
56,-0.4619369205939883,1.5871451838924406
57,-0.46266393887029345,1.5882994869971643
58,-0.46466755639104473,1.5914850219086032
59,-0.46443375973521306,1.591112981525268
60,-0.46372804382069094,1.589990503894153
61,-0.46319733264836943,1.5891469020441151
62,-0.46475069006810255,1.5916173334101515
63,-0.4662582708733134,1.5940186347743572
64,-0.46745995602526175,1.595935294679924
65,-0.4668670511012597,1.5949893372444417
66,-0.46604523237124595,1.593679083602158
67,-0.4673756637565469,1.5958007753427628
68,-0.4673114284472608,1.595698271878606
69,-0.46739898450493017,1.5958379910450617
70,-0.4671235429403442,1.5953984914629875
71,-0.467522977150284,1.596035875486982
72,-0.4659555834048381,1.5935362183234854
73,-0.4647675944303089,1.5916442389134589
74,-0.46251032141632004,1.5880555152134663
75,-0.4623958236800805,1.5878736968610452
76,-0.4627615717215489,1.588454564774947
77,-0.4628727688277428,1.5886312061466932
78,-0.46296821638945573,1.5887828443584144
79,-0.4613927697372341,1.5862817724151845
80,-0.4636883755675629,1.5899274329993378
81,-0.4636883755675629,1.5899274329993378
82,-0.4636883755675629,1.5899274329993378
83,-0.463559217151652,1.5897220937516097
84,-0.4635142174049976,1.5896505582696914
85,-0.462635054080747,1.588253609963323
86,-0.4618893552637401,1.5870696926030152
87,-0.4618893552637401,1.5870696926030152
88,-0.4600195793062302,1.5841050003677541
89,-0.46066452295804516,1.5851269883584582
90,-0.46066452295804516,1.5851269883584582
91,-0.4610587859359609,1.585752068460137
92,-0.4610587859359609,1.585752068460137
93,-0.4610587859359609,1.585752068460137
94,-0.4609295535665499,1.585547151204288
95,-0.46178577946766747,1.586905319108886
96,-0.46178577946766747,1.586905319108886
97,-0.46178577946766747,1.586905319108886
98,-0.46178577946766747,1.586905319108886
99,-0.46178577946766747,1.586905319108886
100,-0.4616638297299057,1.5867118082209086
101,-0.4616638297299057,1.5867118082209086
102,-0.4616638297299057,1.5867118082209086
103,-0.4620665365580016,1.5873509165783122
104,-0.4620665365580016,1.5873509165783122
105,-0.4620665365580016,1.5873509165783122
106,-0.4620665365580016,1.5873509165783122
107,-0.4620665365580016,1.5873509165783122
108,-0.4620665365580016,1.5873509165783122
109,-0.4620665365580016,1.5873509165783122
